Lead_ID,Client_Name,Company_Segment,City,Assigned_Agent,Lead_Date,Status,Response_Time,Interaction_Count,Target_Sales
CL-2875,Client_2875,a Government Service provider,Shah Alam,Agent_D,7/2/2024, Converted,1.4 days,10,3859.9
CL-1214,Client_1214,a Government Service provider,Seremban ,Agent_D,7-Oct-23,New ,19.0h,32,3685.82
CL-1285,Client_1285,a regional Financial Institution,KK,Agent_D,30-Apr-24, Converted,16.9 hours,20,1636.09
CL-0825,Client_825,a leading Utility company,kuchng,Agent_A,27.09.2024, New,57.5,38,1993.52
CL-0579,CLIENT_579,a Government Service provider,SHAH ALAM,Agent_B,17-Apr-24,Qualified ,1.9 days,31,1833.85
CL-0569,Client_569,a Government Service provider,K.Lumpur,Agent_C,2/1/2024,New,2.1 days,22,2945.41
CL-0868,Client_868,a private Manufacturing enterprise,Alor Setar ,Agent_A,19-Jan-24,New,30.7,13,3672.94
CL-1701,Client_1701,a Government Service provider,Ipoh,Agent_D,12/4/2024,Contacted ,2.2 days,12,3394.15
CL-2498,Client_2498,a major Telecommunications provider,Subang  Jaya,Agent_B,14/03/2024,NEW,37.1h,12,2350.71
CL-0598,client_598,a private Manufacturing enterprise,Penang ,Agent_A,28/08/2024, Qualified,58.3 hours,16,1539.75
CL-0965,Client_965,a Government Service provider,Alor Setar ,Agent_D,17.07.2023,Lost,2.8 days,47,1666.27
CL-0236,Client_236,a Government Service provider,Kuala Lumpur ,Agent_D,7-Jan-23,Nw,17,14,3195.99
CL-2974,Client_2974,a Government Service provider,Kuala Lumpur,Agent_A,27/07/2023,Qualified,41,4,3942.18
CL-0642,Client_642,a regional Financial Institution,Petaling Jya,Agent_B,17.01.2023,Qualified ,2.1 days,2,1871.31
CL-2510,Client_2510,a leading Utility company,Malacaa,Agent_C,21.07.2023, New,2.2 hrs,25,4079.79
CL-1590,client_1590,a major Telecommunications provider,Alor  Setar,Agent_B,13.02.2023,Conveted,39.3 hours,36,1855.94
CL-0286,client_286,a major Telecommunications provider,Alor Setar ,Agent_B,27.03.2024,new,15,42,2639.34
CL-2635,Client_2635,a Government Service provider,petaling jaya,Agent_B,11/23/2023,Conctacted,15.3h,39,2280.35
CL-2531,Client_2531,a private Manufacturing enterprise,Petaling Jya,Agent_D,9/2/2023,Nw,1.5 days,43,4295.3
CL-1991,Client_1991,a major Telecommunications provider,Shah Alm,Agent_B,22/03/2023,QUALIFIED,1.9 days,49,2365.29
CL-1901,Client_1901,a major Telecommunications provider,Subang Jaa,Agent_A,28/06/2023,Lost ,17.9 hours,22,4659.68
CL-0978,Client_978,a major Telecommunications provider,Ipho,Agent_B,7/4/2023, New,63.8h,13,2320.95
CL-2728,Client_2728,a leading Utility company,Kota Kinablu,Agent_A,9-Sep-24,Contacted ,49.8,37,2955.36
CL-1112,Client_1112,a leading Utility company,Petalng Jaya,Agent_D,27/05/2024,CONTACTED,61.5,41,3660.74
CL-1735,Client_1735,a private Manufacturing enterprise,Klang,Agent_C,17-May-23,Converted ,14.8 hrs,42,3768.18
CL-1364,Client_1364,a private Manufacturing enterprise,cyberjaya,Agent_D,8/4/2023,NEW,1.4 hours,2,2892.02
CL-1739,Client_1739,a private Manufacturing enterprise,Kuching ,Agent_A,7/8/2024,CONTACTED,7,25,1664.86
CL-0113,Client_113,a private Manufacturing enterprise,Kuala Lumpur ,Agent_B,7/9/2023,Conveted,0.2 days,14,4463.73
CL-1085,client_1085,a Government Service provider,Kota  Kinabalu,Agent_C,1/1/2023, Contacted,2.6 days,50,1809.98
CL-0256,Client_256,a leading Utility company,Subang Jya,Agent_A,30-Nov-23,Contactd,28.6,13,1975.42
CL-2636,Client_2636,a private Manufacturing enterprise,SHAH ALAM,Agent_B,17.02.2024,Qualifeid,18.5 hrs,46,2741.43
CL-1914,client_1914,a Government Service provider,Ipoh,Agent_B,4/4/2023,Converted ,2.1 days,-4,3778.66
CL-2828,Client_2828,a major Telecommunications provider,Alor Setr,Agent_A,19/05/2024,CONVERTED,45.4,11,3016.59
CL-2379,Client_2379,a Government Service provider,Kuching,Agent_A,15-May-23,Contacted,26.7 hours,-3,1477.47
CL-2965,Client_2965,a private Manufacturing enterprise,Malacaa,Agent_A,1/20/2023,new,42.1h,41,1909.14
CL-0223,Client_223,a regional Financial Institution,Cyberjaya,Agent_A,8/9/2023,Contacted ,39.1,19,1625.24
CL-1778,Client_1778,a Government Service provider,klang,Agent_A,6/29/2023,Qualified,1.7h,35,1514.81
CL-1019,Client_1019,a leading Utility company,Kuchng,Agent_A,8/8/2023,New,7.1h,49,3352.22
CL-0784,Client_784,a private Manufacturing enterprise,seremban,Agent_A,3/25/2023, New,34.6h,N/A,1199.04
CL-1013,client_1013,a leading Utility company,Cyberjaya,Agent_C,8/9/2023,New,21.3 hrs,5,2487.99
CL-0323,Client_323,a private Manufacturing enterprise,petaling jaya,Agent_A,2/2/2024,New ,43.2,50,2356.87
CL-1148,Client_1148,a Government Service provider,klang,Agent_B,24/08/2023,Lost ,56.0h,43,3758.97
CL-0091,Client_091,a leading Utility company, Ipoh,Agent_D,13-Jul-23,Qualified ,61.7h,16 interactions,4819.25
CL-2135,Client_2135,a major Telecommunications provider,Cyberjaya,Agent_D,02.03.2023, Qualified,7,10,1571.67
CL-1453,Client_1453,a leading Utility company,cyberjaya,Agent_D,7/4/2024,Conctacted,48.5h,8,2129.21
CL-1154,Client_1154,a private Manufacturing enterprise,Putrajya,Agent_C,7/7/2023,New,42.9 hours,30,4385.7
CL-0398,Client_398,a regional Financial Institution,Kuching,Agent_D,18-Sep-23,new,15.9 hrs,7,3657.46
CL-0319,Client_319,a Government Service provider,Serembn,Agent_B,6/5/2023,Lost,0.5 days,47,2898.23
CL-2623,Client_2623,a regional Financial Institution,Seremban,Agent_A,16.10.2024,Converted ,40,31,2804.23
CL-2201, Client_2201,a major Telecommunications provider,Kuching,Agent_B,12/3/2024,QUALIFIED,0.4 days,10,2716.4
CL-0625,CLIENT_625,a leading Utility company,Shah Alm,Agent_B,1/3/2024,QUALIFIED,12.3 hrs,3,3373.21
CL-2085,Client_2085,a major Telecommunications provider, Subang Jaya,Agent_C,9/11/2023, Qualified,10.5 hours,8,3085.67
CL-0310,Client_310,a major Telecommunications provider,KualaLumpur,Agent_D,12/29/2024, New,2.7 days,24,2862.75
CL-1466,client_1466,a Government Service provider,Kota Kinabalu,Agent_A,4/9/2024,contacted,39.4 hours,24,3571.75
CL-2066,Client_2066,a major Telecommunications provider,seremban,Agent_C,15/06/2024,Nw,1.8 days,25,1612.07
CL-0455,Client_455,a leading Utility company,Kuching,Agent_A,3/7/2023,New,44,26,3876.46
CL-1685,Client_1685,a major Telecommunications provider,klang,Agent_A,18/11/2024, Qualified,1.9,32,3458.96
CL-1814,Client_1814 ,a regional Financial Institution,Shah Alam,Agent_A,3/29/2024,Contactd,71.7 hrs,40,2337.67
CL-2677,Client_2677,a regional Financial Institution, Klang,Agent_C,23/11/2023,Conctacted,2.8 hrs,26,3098.41
CL-2443,CLIENT_2443,a regional Financial Institution,subang jaya,Agent_D,14-Jan-24,NEW,15.5 hours,29,3000.32
CL-2884,Client_2884,a Government Service provider,K.Lumpur,Agent_B,10-Jul-24,Qualified ,68.0 hours,7,3392.59
CL-1576,Client_1576,a regional Financial Institution,subang jaya,Agent_C,27/03/2023, Converted,13.1 hrs,17,3939.62
CL-2577,Client_2577,a major Telecommunications provider, Subang Jaya,Agent_D,4/17/2023,qualified,31.1h,22,3003.01
CL-1903,Client_1903,a leading Utility company,Kuchng,Agent_D,3/2/2023,Conctacted,31.9 hours,8 interactions,2012.02
CL-0804,client_804,a Government Service provider,alor setar,Agent_B,10/7/2023,converted,71,33,4300.98
CL-1044, Client_1044,a Government Service provider,Petaling Jaya,Agent_D,2/12/2023,Nw,49.9 hrs,31,2641.93
CL-1316,Client_1316,a leading Utility company,Shah Alm,Agent_C,27/11/2023,Los,51.7h,37,4887.74
CL-2083,Client_2083,a major Telecommunications provider,Cyberjya,Agent_B,4/4/2023,lost,17,30,3203.54
CL-1116,Client_1116,a Government Service provider,Shah Alm,Agent_C,9/12/2023,NEW,58.9 hours,43,2663.36
CL-2235,Client_2235,a leading Utility company,Kuala Lumpr,Agent_B,30/09/2023, Qualified,35.9,N/A,3641.44
CL-0841,Client_841 ,a Government Service provider,penang,Agent_A,31/03/2024,New,1.4 days,29,1923.91
CL-2810,Client_2810,a leading Utility company,alor setar,Agent_C,5/5/2024,New,69.8 hours,N/A,2328.59
CL-2353,Client_2353,a major Telecommunications provider,Seremban,Agent_A,15/11/2023,Converted,39.1,16,3082.25
CL-0780,Client_780,a leading Utility company,KL,Agent_C,8/29/2024,New ,2.2 days,4,2641.52
CL-0171,client_171,a regional Financial Institution,Johor  Bahru,Agent_B,14-Jun-24,Lost,19.2 hours,14,2813.18
CL-1760,Client_1760,a major Telecommunications provider, Kuching,Agent_D,2/8/2023,qualified,47,50,1073.68
CL-1387,Client_1387,a private Manufacturing enterprise,Petaling  Jaya,Agent_B,04.11.2024,new,5.5 hrs,19,1482
CL-0785,Client_785,a regional Financial Institution,Kuchng,Agent_C,26-Jul-24,CONVERTED,36.2h,45,4845.65
CL-2540,Client_2540,a Government Service provider,Seremban,Agent_D,2/5/2024,Qualified,21,8,4963.15
CL-2402,Client_2402,a Government Service provider,Kuala Lumpur,Agent_C,8-Sep-23,NEW,47.9 hours,26,4676.19
CL-2154,Client_2154,a regional Financial Institution,Penag,Agent_C,8/8/2024,CONTACTED,61.0 hrs,20,2458.83
CL-1610,Client_1610,a leading Utility company, Petaling Jaya,Agent_A,29/07/2024,Qualified,40.9 hrs,3,2142.58
CL-0264,Client_264,a Government Service provider,Klang ,Agent_B,17.06.2024,Contacted,31,5,3516.77
CL-1339,Client_1339,a regional Financial Institution,Subang Jaa,Agent_A,20-Jan-24,New,42,37,3562.41
CL-1118,Client_1118,a regional Financial Institution,Peneng,Agent_C,9/4/2024,converted,68.2 hours,7,2431.36
CL-2172,Client_2172,a private Manufacturing enterprise,Petaling  Jaya,Agent_A,10/4/2024,New,11.9,36,3415.09
CL-2655,Client_2655,a major Telecommunications provider, Malacca,Agent_A,8/12/2024,Qualifed,14,26,2392.38
CL-2523,Client_2523,a leading Utility company,KualaLumpur,Agent_C,26-Jun-24,Converted,1.2 days,48,2020.83
CL-0436,Client_436,a regional Financial Institution, Malacca,Agent_B,5-Jan-24,contacted,63.5,21,2510.52
CL-1162,Client_1162,a regional Financial Institution,Klang,Agent_A,8/16/2023,CONTACTED,24.5h,33,2087.49
CL-1926,Client_1926,a leading Utility company,Kuching ,Agent_B,3/1/2023,Contactd,43.0h,23,4360.87
CL-0285,Client_285,a major Telecommunications provider,Subang Jya,Agent_B,02.08.2024,Convereted,55,30,3387.45
CL-1127,Client_1127,a private Manufacturing enterprise,johor bahru,Agent_D,9-Nov-23,Nw,58.9 hrs,8 interactions,4532.25
CL-1331,Client_1331,a major Telecommunications provider, Petaling Jaya,Agent_B,13-Jun-23,Contacted ,18.3 hours,N/A,3044.78
CL-2158,Client_2158,a leading Utility company,Putrajya,Agent_C,15/01/2023,Lost,63.3 hrs,-5,1447.02
CL-2469,Client_2469,a Government Service provider, Subang Jaya,Agent_B,9-May-23,Conctacted,71.8 hrs,2,4295.42
CL-2208,Client_2208,a regional Financial Institution,Alor Setar ,Agent_A,2/4/2023,New,60.5 hours,25,1827.67
CL-2905,Client_2905 ,a regional Financial Institution,SHAH ALAM,Agent_A,20-Jun-24,Qualifed,0.9 days,37,3091.53
CL-1529,Client_1529,a private Manufacturing enterprise,Cyber Jaya,Agent_B,29-Dec-23,CONVERTED,67.5 hrs,32,3015.62
CL-2532,Client_2532,a leading Utility company,penang,Agent_B,23-Jun-23,Qualified,25.4,N/A,2300.04
CL-1567,Client_1567,a Government Service provider,Klang,Agent_A,30-Apr-24,LOST,41.4 hours,15,3791.19
CL-0477,Client_477,a leading Utility company,shah alam,Agent_A,8/10/2024,Convereted,58.3 hours,40,4846.32
CL-0017,Client_017,a regional Financial Institution, Malacca,Agent_C,13-Sep-24,LOST,54,20,3310.54
CL-2275,CLIENT_2275,a regional Financial Institution,Subang Jya,Agent_B,27/01/2024,qualified,2.9 days,32,1941.03
CL-0560,Client_560,a private Manufacturing enterprise,Klang ,Agent_C,12-Jan-23, Qualified,57.0 hours,36,3408.38
CL-2606,Client_2606,a regional Financial Institution,Seremban,Agent_D,3/21/2023, Converted,28.5h,34,3912.32
CL-1491,Client_1491 ,a private Manufacturing enterprise,PUTRAJAYA,Agent_D,12/1/2023, New,8,34,2658.66
CL-2013,Client_2013 ,a leading Utility company,IPOH,Agent_C,16/09/2024, Converted,18,9 interactions,2754.58
CL-0928,Client_928,a private Manufacturing enterprise,Klang,Agent_C,3/28/2023, Contacted,69.6 hrs,43,1994.38
CL-2400,Client_2400,a regional Financial Institution,K.Lumpur,Agent_B,12/26/2024,Qualified ,64.7 hours,-2,3629.38
CL-0204,Client_204,a private Manufacturing enterprise,Alor Setar ,Agent_B,21.02.2024,Contacted ,54.5 hours,42,1299.1
CL-0922,Client_922,a Government Service provider, Cyberjaya,Agent_D,12/9/2024,Conveted,59.0h,42,4435.23
CL-2665,Client_2665,a regional Financial Institution,Cyber Jaya,Agent_C,19/12/2023,Lost ,16.7 hrs,14,1360.19
CL-2441,Client_2441,a private Manufacturing enterprise,Shah Alam,Agent_A,04.10.2024, Contacted,1.0 days,35,4228.68
CL-0433,Client_433 ,a regional Financial Institution,Kuching ,Agent_A,8/26/2024,NEW,37.0h,1,2580.42
CL-0512,Client_512,a major Telecommunications provider,Kuala Lumpr,Agent_C,8-Aug-23,Convereted,18.7h,26,3684.84
CL-2715,Client_2715,a private Manufacturing enterprise,Ipoh ,Agent_C,17/02/2023, New,6,50,2457.7
CL-1194,Client_1194,a Government Service provider,Kota  Kinabalu,Agent_C,15-Jan-23,Contactd,65.7h,20,4209.9
CL-1555,Client_1555,a major Telecommunications provider,Pinang,Agent_D,13-Sep-24,Qualified,28.6 hours,45,3604.33
CL-1579,Client_1579,a leading Utility company,Petalingg Jaya,Agent_D,14.07.2023,Convereted,50,43,1771.83
CL-2283,Client_2283,a private Manufacturing enterprise,IPOH,Agent_A,22-Sep-24,Nw,13.6 hrs,15,4053.56
CL-1651,Client_1651,a private Manufacturing enterprise,Subang Jaa,Agent_A,23/05/2024,Lost,1.4 days,50,1894.24
CL-2752,Client_2752,a regional Financial Institution,Seremban ,Agent_C,5/20/2023,Contacted ,51,12,1337.36
CL-2576,Client_2576,a major Telecommunications provider,putrajaya,Agent_C,08.09.2023,Nw,9.0 hours,23,4090.22
CL-2719,Client_2719,a regional Financial Institution,Kuching,Agent_A,6/9/2024,contacted,6.1h,44,1603.76
CL-1196,Client_1196,a major Telecommunications provider,Johore Bahru,Agent_D,12/5/2023,Los,62,14,3398.92
CL-1734,Client_1734,a leading Utility company,Malacaa,Agent_C,21/12/2024, Lost,15.5,12,3657.67
CL-2049,Client_2049,a Government Service provider,Malaka,Agent_B,7/13/2023,Nw,3.8 hrs,34,3381.44
CL-1948,Client_1948,a regional Financial Institution,petaling jaya,Agent_A,11-Jun-23, Converted,56.0 hours,4,3733.27
CL-0100,Client_100,a private Manufacturing enterprise, Ipoh,Agent_A,23-Jul-23,Converted,0.7 days,19,4899.33
CL-2126,Client_2126,a regional Financial Institution,Subang Jya,Agent_B,6/27/2023,Los,33.0 hours,49,1363.37
CL-0186,Client_186,a Government Service provider,IPOH,Agent_C,23.04.2024,converted,2.2h,16,3070.22
CL-0332, Client_332,a regional Financial Institution,Putrajaya,Agent_A,19-Dec-24,Conveted,69.5,21,3359.62
CL-0090,Client_090,a leading Utility company, Kuala Lumpur,Agent_B,02.11.2023,converted,39.0 hours,49,4399.53
CL-1893,Client_1893,a major Telecommunications provider,Johor Bahru,Agent_B,20/02/2024,LOST,59.0 hours,6,1450.09
CL-1459,Client_1459,a major Telecommunications provider,Johor Baru,Agent_B,24/02/2023, New,69,5,1638.86
CL-2162,Client_2162,a private Manufacturing enterprise,Klanng,Agent_A,15/04/2024,CONTACTED,57.4 hours,6,1219.25
CL-0222,Client_222,a Government Service provider,Alor Setar,Agent_C,2-Feb-23,Qualified,17.7,3,1308.03
CL-0191,Client_191,a Government Service provider,Kuala Lumpur,Agent_C,21/05/2023,CONVERTED,1.4 days,9,3880.95
CL-1328,Client_1328,a regional Financial Institution, Seremban,Agent_C,20/08/2023,CONTACTED,30.8 hrs,26,1578.09
CL-0404,Client_404 ,a Government Service provider,Putrajya,Agent_D,30/05/2024,Qualifeid,25.7h,43,3477.01
CL-1895,client_1895,a leading Utility company,seremban,Agent_A,17/12/2024,New,24,23,3979.81
CL-1221,Client_1221,a Government Service provider,Seremban ,Agent_A,16/09/2023,qualified,49.0 hours,8 interactions,1724.66
CL-2072,client_2072,a regional Financial Institution,alor setar,Agent_B,15/01/2024, New,3.8 hours,49,1449.98
CL-0181,Client_181,a private Manufacturing enterprise, Shah Alam,Agent_D,4-Aug-23,Qualified,36,42,3667.24
CL-0051,Client_051,a Government Service provider,Cyberjya,Agent_D,09.10.2023,New ,17.3 hours,35,1171.45
CL-0718,client_718,a private Manufacturing enterprise,Putrajaya,Agent_B,8-Dec-24,contacted,22,44,2553.47
CL-2602,Client_2602,a private Manufacturing enterprise,seremban,Agent_D,22-Nov-24,NEW,12,26,2570.68
CL-1566,Client_1566,a major Telecommunications provider,Klang,Agent_D,4/10/2024,Contactd,33.1 hours,27,2790.06
CL-1787,Client_1787,a private Manufacturing enterprise,Malacaa,Agent_C,10/27/2023,contacted,68.8 hrs,19,3313.45
CL-1462,Client_1462,a Government Service provider,Shah  Alam,Agent_B,24.01.2023,Nw,11.5,25,3872.07
CL-2522,Client_2522,a private Manufacturing enterprise, Subang Jaya,Agent_C,12/28/2024,Converted,61,11,1926.24
CL-0141,Client_141,a Government Service provider, Subang Jaya,Agent_C,12/7/2023,QUALIFIED,11.3,22,1732.73
CL-0497,client_497,a Government Service provider,K.Lumpur,Agent_A,5/12/2024,Contacted,18.3h,40,1942.84
CL-0095,Client_095,a regional Financial Institution, Cyberjaya,Agent_D,8/7/2024,Qualified ,45.6 hours,48,4905.68
CL-0786,Client_786,a regional Financial Institution,Ipho,Agent_B,2/3/2024, New,35.2h,46,2217.17
CL-2287,Client_2287,a major Telecommunications provider,Malaka,Agent_A,12/24/2024,New,70.5,15,1066.16
CL-0457,Client_457,a Government Service provider,KL,Agent_D,12-Jun-24,Qualifed,3.1 hrs,11,2687.76
CL-2676,Client_2676,a regional Financial Institution,Shah  Alam,Agent_D,7-Sep-23,Los,1.0 days,1 interactions,4350.95
CL-0936,Client_936,a major Telecommunications provider,Peneng,Agent_A,16-Aug-23,Lost,13,38,4214.58
CL-1336,Client_1336,a private Manufacturing enterprise,Petaling Jya,Agent_C,1/4/2023,Nw,35,27,3931.33
CL-2298,Client_2298,a private Manufacturing enterprise,cyberjaya,Agent_B,25/03/2023,converted,1.5 days,14,3683.05
CL-0658,Client_658,a regional Financial Institution,Kota  Kinabalu,Agent_B,12/23/2024, Contacted,2.9 days,37,3113.74
CL-0966,Client_966,a regional Financial Institution,Klang ,Agent_A,30/06/2024, New,30,49,3566.88
CL-1853,Client_1853,a major Telecommunications provider,Kuala Lumpur,Agent_A,04.06.2024,Qualified,1.3,13,3569.68
CL-1046,Client_1046,a Government Service provider,PJ,Agent_D,2/7/2024,Qualifeid,42.5 hrs,47,2199.25
CL-1270,Client_1270,a leading Utility company,Kota  Kinabalu,Agent_D,9/6/2023,contacted,62.4h,34,3815.43
CL-0971,Client_971,a regional Financial Institution,Alor  Setar,Agent_A,4/11/2024,Contacted ,21.7 hours,11,4867.86
CL-1821,Client_1821,a private Manufacturing enterprise,Kuala Lumpur,Agent_A,8/31/2024, Converted,1.6 days,4,4419.38
CL-2589,Client_2589,a regional Financial Institution,Klang ,Agent_D,15/05/2024, Qualified,67.0h,27,1636.09
CL-2350,Client_2350,a private Manufacturing enterprise,Kuching ,Agent_A,19/09/2023,Qualified,40.4 hours,23,4363.7
CL-1762,Client_1762 ,a leading Utility company,Kota Kinabalu,Agent_A,13/08/2024,Lost ,43.1h,38,4977.87
CL-0855,Client_855,a major Telecommunications provider,Seremban ,Agent_C,14-May-23,Contactd,51.2h,37,4619.91
CL-1798,Client_1798,a major Telecommunications provider,Cyberjaya,Agent_C,11.06.2023,QUALIFIED,19.8 hrs,28,2652.81
CL-1504,Client_1504,a private Manufacturing enterprise,Serembn,Agent_D,07.07.2023,Contacted,35.1 hours,30,2885.91
CL-2182,Client_2182,a major Telecommunications provider,kuchng,Agent_C,4-Jan-23,Convereted,58.4 hours,26,4672.27
CL-1455,Client_1455,a regional Financial Institution,kota kinabalu,Agent_A,25-Feb-23,Qualifeid,0.8 days,-5,4825.03
CL-2114,Client_2114,a private Manufacturing enterprise,Kuching,Agent_C,18.12.2023,new,10.5h,N/A,3714.91
CL-0730,Client_730,a leading Utility company, Kuala Lumpur,Agent_C,26-Sep-23,Qualified ,26,6,1296.55
CL-1860,Client_1860,a leading Utility company,Melacca,Agent_B,13-Apr-23,QUALIFIED,0.8 days,34,1426.15
CL-1856,Client_1856,a regional Financial Institution,Kuchng,Agent_A,11/20/2023, New,52.9,49,3671.81
CL-1113,Client_1113,a leading Utility company,Penag,Agent_B,5/11/2023,new,0.7 days,2,2257.7
CL-0850,Client_850,a major Telecommunications provider,Subang Jaya,Agent_B,23/05/2023, Lost,1.7 days,37,2783.92
CL-0991,Client_991,a major Telecommunications provider,IPOH,Agent_B,3-Jul-24,CONTACTED,2.1 days,45,2456.91
CL-0764,Client_764,a private Manufacturing enterprise,PUTRAJAYA,Agent_B,5/15/2023,qualified,69,24,1179.63
CL-0417,Client_417,a major Telecommunications provider,KL,Agent_C,19.01.2024, Contacted,64.7 hrs,6,2386.99
CL-0440,Client_440,a regional Financial Institution,KK,Agent_B,2-May-23, Contacted,52.0h,31,4584.94
CL-1767,Client_1767,a major Telecommunications provider,Kuching,Agent_A,6/1/2024,CONTACTED,35.9,40,1944.12
CL-0252,Client_252,a leading Utility company,Johor Baru,Agent_C,21-Jun-23, Contacted,35.1,16,4772.48
